age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
43,1,2,1,0,1,1,0,3,4,1806,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1
32,0,2,5,0,1,1,0,6,2,1046,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1
47,0,2,6,0,0,0,0,8,1,767,3,999,0,1,-1.1,94.601,-49.5,1.0,4963.6
37,9,1,5,0,0,1,0,3,0,674,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1
32,1,1,5,0,0,0,1,6,2,1119,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0
60,0,1,3,0,1,1,0,0,2,482,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1
30,1,1,5,0,0,0,0,6,0,1357,4,999,1,0,-1.8,92.893,-46.2,1.25,5099.1
80,5,0,3,0,1,0,0,8,2,169,1,999,0,1,-3.4,92.431,-26.9,0.722,5017.5
30,0,2,3,0,0,0,0,9,0,219,3,6,1,2,-1.1,94.199,-37.5,0.883,4963.6
31,1,1,2,0,1,0,0,6,1,475,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1
61,0,1,6,0,1,1,0,0,2,266,5,999,0,1,-1.8,93.075,-47.1,1.406,5099.1
69,5,0,6,0,1,0,0,0,3,207,2,999,0,1,-1.8,93.075,-47.1,1.423,5099.1
28,8,2,2,0,1,0,0,5,3,320,1,999,0,1,-1.8,92.843,-50.0,1.799,5099.1
58,0,1,6,0,0,0,0,9,2,272,4,6,1,2,-1.1,94.199,-37.5,0.878,4963.6
37,0,1,6,0,0,0,1,3,1,1009,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1
30,8,2,3,0,0,0,0,5,0,268,5,10,2,0,-1.8,92.843,-50.0,1.64,5099.1
25,9,2,5,0,1,0,0,7,0,712,2,19,1,2,-1.1,94.767,-50.8,1.04,4963.6
26,10,2,6,0,1,0,0,1,2,203,1,3,3,2,-1.7,94.027,-38.3,0.904,4991.6
26,1,1,2,0,0,0,1,4,1,230,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1
44,7,0,1,0,1,0,0,1,4,153,3,0,1,2,-1.7,94.027,-38.3,0.9,4991.6
43,0,2,3,0,0,0,0,7,4,1011,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8
54,3,0,6,0,1,1,0,7,2,653,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8
31,0,1,3,0,0,1,0,1,1,155,2,4,1,2,-2.9,92.201,-31.4,0.884,5076.2
26,4,2,6,0,0,0,0,5,2,139,1,999,0,1,-1.8,92.843,-50.0,1.65,5099.1
33,9,2,5,0,1,0,0,6,4,519,2,999,2,0,-1.8,92.893,-46.2,1.334,5099.1
31,4,2,6,0,1,0,0,7,4,424,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8
48,10,1,5,0,0,0,1,6,4,360,1,6,1,2,-1.8,93.876,-40.0,0.682,5008.7
30,9,1,6,0,1,0,1,6,3,683,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0
32,9,1,5,0,0,0,0,0,1,688,2,999,0,1,-1.8,93.749,-34.6,0.645,5008.7
33,0,2,5,0,1,0,0,6,1,1340,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1
80,5,1,0,0,0,0,0,5,0,213,3,6,4,2,-1.8,93.369,-34.8,0.649,5008.7
38,0,2,3,0,1,0,0,0,2,882,1,6,1,2,-1.8,93.749,-34.6,0.659,5008.7
44,4,1,6,0,0,0,0,1,3,175,2,999,2,0,-2.9,92.201,-31.4,0.883,5076.2
42,0,1,6,0,1,0,0,1,3,1311,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1
50,1,1,2,0,1,0,0,0,2,1365,2,999,1,0,-1.8,93.075,-47.1,1.41,5099.1
49,1,1,1,0,1,0,1,6,0,1980,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0
44,7,0,3,0,1,1,0,0,3,895,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1
34,9,0,5,0,1,0,0,6,0,1190,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1
30,0,1,6,0,1,1,0,6,1,742,4,999,0,1,-1.8,92.893,-46.2,1.354,5099.1
27,9,2,3,0,1,0,0,3,0,784,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1
35,6,1,6,0,1,0,0,4,2,269,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2
52,0,1,6,0,0,0,0,6,2,195,1,999,0,1,-1.8,93.876,-40.0,0.677,5008.7
28,8,2,2,0,1,0,0,5,3,156,1,999,0,1,-1.8,92.843,-50.0,1.799,5099.1
38,1,2,3,0,0,0,1,5,3,450,3,6,2,2,-1.8,93.369,-34.8,0.652,5008.7
33,6,2,6,0,1,0,0,5,1,265,2,999,0,1,-1.8,93.369,-34.8,0.652,5008.7
58,5,0,6,0,1,0,0,0,4,129,1,999,0,1,-1.8,93.075,-47.1,1.415,5099.1
30,7,2,3,0,1,0,0,1,2,148,2,999,0,1,-2.9,92.201,-31.4,0.873,5076.2
25,8,2,3,0,0,0,0,4,1,485,2,999,0,1,-1.7,94.055,-39.8,0.72,4991.6
41,3,1,3,0,1,0,1,7,0,1074,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8
34,0,1,6,0,0,0,0,8,0,281,1,999,2,0,-3.4,92.431,-26.9,0.73,5017.5
43,0,1,3,0,0,0,1,4,0,1422,10,999,0,1,1.4,94.465,-41.8,4.959,5228.1
32,0,1,6,0,1,0,0,4,3,712,1,3,2,0,-2.9,92.963,-40.8,1.262,5076.2
41,6,1,2,0,1,0,0,6,2,1135,3,999,1,0,-1.8,92.893,-46.2,1.327,5099.1
51,9,2,6,0,0,0,0,4,0,657,1,999,0,1,-2.9,92.963,-40.8,1.268,5076.2
52,4,1,6,0,0,0,0,1,3,600,1,999,0,1,-2.9,92.201,-31.4,0.884,5076.2
40,10,1,5,0,0,1,1,9,0,91,1,999,0,1,-3.4,92.379,-29.8,0.773,5017.5
38,9,1,5,0,1,0,0,5,0,363,2,10,1,2,-1.8,92.843,-50.0,1.726,5099.1
66,5,1,5,0,0,1,0,5,3,525,1,21,2,0,-1.8,93.369,-34.8,0.655,5008.7
82,3,0,0,0,0,0,0,3,4,316,1,999,0,1,-1.7,94.215,-40.3,0.881,4991.6
28,9,2,5,0,1,0,0,1,2,78,3,999,0,1,-2.9,92.201,-31.4,0.851,5076.2
37,0,1,6,0,0,1,0,2,1,206,2,6,1,2,-3.0,92.713,-33.0,0.706,5023.5
26,0,2,6,0,0,0,1,1,1,1087,1,3,1,2,-1.7,94.027,-38.3,0.904,4991.6
39,7,2,3,0,1,0,0,1,0,308,6,999,0,1,-1.7,94.027,-38.3,0.898,4991.6
37,0,2,6,0,0,0,0,8,0,416,2,999,0,1,-3.4,92.431,-26.9,0.72,5017.5
52,4,1,3,0,0,0,0,1,3,408,1,999,0,1,-2.9,92.201,-31.4,0.883,5076.2
68,5,0,5,0,1,0,0,8,3,418,2,999,0,1,-3.4,92.431,-26.9,0.728,5017.5
36,0,1,6,0,1,0,0,6,3,196,1,999,0,1,-1.8,93.876,-40.0,0.697,5008.7
33,4,1,5,0,0,0,0,6,2,578,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1
48,0,0,2,0,0,0,0,3,3,1424,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1
54,1,1,2,0,0,0,0,4,0,258,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2
30,9,2,6,0,0,0,0,9,2,327,2,999,0,1,-1.1,94.199,-37.5,0.879,4963.6
28,9,2,6,0,1,0,0,5,1,120,3,999,0,1,-1.8,92.843,-50.0,1.811,5099.1
38,7,2,3,0,0,0,0,9,0,256,2,999,0,1,-1.1,94.199,-37.5,0.878,4963.6
52,9,1,6,0,0,0,0,6,2,211,1,3,4,2,-1.8,93.876,-40.0,0.677,5008.7
60,5,1,3,0,0,0,0,6,2,181,3,6,1,2,-1.8,93.876,-40.0,0.699,5008.7
59,0,1,3,0,1,0,0,1,4,1019,2,2,1,2,-2.9,92.201,-31.4,0.884,5076.2
31,7,1,2,0,1,0,0,3,4,537,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1
32,6,2,6,0,1,0,0,2,1,205,4,999,1,0,-3.0,92.713,-33.0,0.706,5023.5
36,0,1,6,0,0,0,0,4,1,174,1,3,1,2,-2.9,92.963,-40.8,1.266,5076.2
40,0,1,6,0,0,0,0,0,2,815,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1
31,9,1,5,0,1,0,1,4,3,208,1,999,0,1,-1.7,94.055,-39.8,0.723,4991.6
49,6,1,3,0,0,0,0,6,0,532,3,999,0,1,-1.8,92.893,-46.2,1.25,5099.1
53,9,2,5,0,1,0,0,7,4,1468,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8
33,7,1,3,0,1,0,0,4,4,274,2,12,2,2,-1.7,94.055,-39.8,0.767,4991.6
33,0,2,6,0,0,0,0,5,3,406,2,999,1,0,-1.8,92.843,-50.0,1.614,5099.1
45,0,2,6,0,0,0,0,6,0,582,1,3,1,2,-1.8,92.893,-46.2,1.259,5099.1
52,9,1,5,0,1,0,0,7,0,495,1,3,1,2,-3.4,92.649,-30.1,0.714,5017.5
32,7,2,3,0,1,1,0,1,4,253,1,4,2,2,-2.9,92.201,-31.4,0.884,5076.2
41,0,1,6,0,0,0,0,0,3,463,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1
50,6,1,2,0,1,1,0,6,1,673,6,3,1,2,-1.8,92.893,-46.2,1.354,5099.1
32,0,1,6,0,1,1,0,4,3,384,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2
33,7,1,5,0,1,1,0,3,2,630,4,999,0,1,1.4,93.918,-42.7,4.968,5228.1
25,8,2,6,0,0,0,0,1,2,184,1,999,0,1,-2.9,92.201,-31.4,0.851,5076.2
71,3,1,0,0,1,0,0,7,3,193,2,999,0,1,-3.4,92.649,-30.1,0.715,5017.5
27,0,2,6,0,1,0,0,0,0,156,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1
45,0,0,3,0,1,0,0,7,0,980,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8
29,10,1,0,0,0,0,1,2,2,805,1,999,0,1,-3.0,92.713,-33.0,0.714,5023.5
26,8,2,5,0,1,0,0,1,3,176,2,999,1,0,-2.9,92.201,-31.4,0.883,5076.2
54,10,1,3,0,1,0,0,2,4,346,1,999,0,1,-3.0,92.713,-33.0,0.721,5023.5
28,0,2,3,0,0,0,0,4,1,491,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2
39,4,1,6,0,1,0,0,9,2,291,3,999,0,1,-1.1,94.199,-37.5,0.884,4963.6
43,1,1,1,0,1,0,0,4,1,458,6,999,0,1,-2.9,92.963,-40.8,1.281,5076.2
33,0,2,6,0,1,0,0,8,0,233,1,999,0,1,-3.4,92.431,-26.9,0.739,5017.5
57,9,1,5,0,1,0,1,6,1,483,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0
74,5,1,6,0,1,1,0,1,4,232,3,999,0,1,-2.9,92.201,-31.4,0.854,5076.2
81,5,1,0,0,1,0,0,8,4,621,1,999,2,0,-1.1,94.601,-49.5,1.016,4963.6
60,0,1,6,0,1,0,0,6,1,1602,2,999,0,1,-1.8,92.893,-46.2,1.354,5099.1
47,4,1,6,0,1,0,0,9,1,323,1,3,2,2,-3.4,92.379,-29.8,0.771,5017.5
25,0,2,6,0,1,1,0,8,0,115,1,999,1,0,-3.4,92.431,-26.9,0.739,5017.5
